tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
3232,116458,True,Sat Nov 25 22:05:22 +0000 2017,@116459 @75659 @75660 @Delta Thanks a lot... Great start of Great event,3231,3233
3233,116459,True,Fri Nov 24 17:16:34 +0000 2017,"Day 2 of #RefdConference contains a great ideas from participants to discuss 
.
#ملتقى_رفد
#هاند_باي_هاند https://t.co/y73f2l5NBD",3232,
3234,Delta,False,Sun Nov 26 00:11:48 +0000 2017,"@116460 Hello, Maggi. I'll be glad to check for you. Please DM your confirmation number for privacy. *TAC https://t.co/6iDGBJAc2m",3235,3236
3235,116460,True,Sun Nov 26 00:16:33 +0000 2017,@Delta Just did,,3234
3236,116460,True,Sat Nov 25 23:58:15 +0000 2017,@Delta I checked in for my flight that’s  tomorrow and I was moved seats. I was originally on the aisle. I’m hoping you can help?,3234,
3237,Delta,False,Sun Nov 26 00:10:59 +0000 2017,"@116461 Cooper, I'm sorry about the Wi-Fi! Please, be sure to report the matter to our Wi-Fi partner Gogo at @116462 or 1.877.350.0038. They need to get details from you of any messages or details you got during your attempt. *AFM",,3238
3238,116461,True,Sat Nov 25 23:54:21 +0000 2017,@Delta I was disappointed yesterday in flight 2468 when WIFI was offered but it did not work. I couldn’t get work I planned on doing done.,3237,
3239,Delta,False,Sun Nov 26 00:09:08 +0000 2017,"@116463 On behalf of *TAC, you are very welcome. *AFM",,3240
3240,116463,True,Sat Nov 25 23:50:55 +0000 2017,@Delta Thank you.,3239,3241
3241,Delta,False,Sat Nov 25 23:14:17 +0000 2017,"@116463 We're sorry to hear you're disappointed. If we can be of any assistance, please don't hesitate to tweet us about it. We're here for you. *TAC",3240,3242
3242,116463,True,Sat Nov 25 22:33:04 +0000 2017,Oh @Delta you were very unhelpful :/ .: never had this problem in all my traveling.,3241,
3243,Delta,False,Sun Nov 26 00:08:42 +0000 2017,"@116464 Hey there. To qualify for a full refund you would have to cancel your reservation within 24 hours of the purchase being made. Otherwise, you are subject to fees and or difference in fare. I hope this helps clarify your concerns, today.  *HFG","3244,3245",3246
3244,116464,True,Sun Nov 26 00:57:13 +0000 2017,@Delta I did cancel within 24 hours. Your computer system messed up.,,3243
3245,116464,True,Sun Dec 03 18:47:37 +0000 2017,@Delta Hey Delta how can I get help with this? Calling in isn't helping,3247,3243
3247,Delta,False,Sun Dec 03 18:52:36 +0000 2017,"@116464 Hello. I'm here to help. Please DM the ticket number or Confirmation number, here, for review. Thanks! *TSL https://t.co/6iDGBJAc2m",,3245
3246,116464,True,Sat Nov 25 23:49:02 +0000 2017,"@Delta :( Spent money on a ticket, online system says I could get a full refund. I did not. Your costumer service rep wanted me to beg another department for credit and refused to help me. #MoneyStolen #SomuchForChristmas",3243,
3248,Delta,False,Sun Nov 26 00:06:19 +0000 2017,@116465 😃 *TMB,,3249
3249,116465,True,Sat Nov 25 23:39:20 +0000 2017,@Delta My pleasure.,3248,3250
3250,Delta,False,Sat Nov 25 23:24:08 +0000 2017,"@116465 Great picture, thanks for sharing!  *TMB",3249,3251
3251,116465,True,Sat Nov 25 23:04:50 +0000 2017,Changing planes at MSP and treated to a glorious sunset. This is why I travel. @delta @28131 #fly #travel #luxury #msp #sunset #airport #momentofbliss https://t.co/HJKCTuNDJT,3250,
3252,Delta,False,Sun Nov 26 00:06:15 +0000 2017,"@116466 Hello, there. Thank you for sharing.  *AFM",,3253
3253,116466,True,Sat Nov 25 23:46:41 +0000 2017,@116467 @Delta That looks really good!,3252,3254
3254,116467,True,Sat Nov 25 23:37:51 +0000 2017,".@Delta free transcon economy meal, sesame chicken noodle salad version. Not bad at all for free. Only complaint is dressing is a bit heavy handed. Otherwise just the ticket. #paxex https://t.co/S2LmU0Kmpw","3255,3256,3257,3253",
3258,Delta,False,Sun Nov 26 00:05:48 +0000 2017,"@116468 Hi Kyle, thanks for recognizing our employees. We're proud of our crew too. Every day our team is working to make flying with us better! *TMB",,3259
3259,116468,True,Sat Nov 25 23:33:32 +0000 2017,"The flight attendant and pilot on @Delta flight 4985 were nothing short of amazing. Super kind, helpful, and funny. Wish they were my crew every time I fly!",3258,
3260,Delta,False,Sun Nov 26 00:05:09 +0000 2017,@116469 Hi Kelli. I truly regret the frustration we've caused you. Please contact our Baggage Service Center at 800-325-8224 and are open from 7:00 AM - 1:00 AM.  *TKR,"3261,3262",3263
3261,116469,True,Sun Nov 26 00:11:20 +0000 2017,I’m sure delivering my bag would be a lot less than the $10k+ I’ve spend with your airline each year for the past 10+ years @delta. Just a guess though. 🤷🏼‍♀️,,3260
3262,116469,True,Sun Nov 26 00:09:40 +0000 2017,@Delta I went to the service center &amp; spoke to a sup. Wouldn’t refund my $75 OR deliver bags. She couldn’t show me in writing nor was I told I was ‘voluntarily’ separating from my bag. 🙄 Said it would cost Delta to deliver my bag. Apparently 60+ flights a year means nothing.,,3260
3263,116469,True,Sat Nov 25 23:18:43 +0000 2017,"Hey @Delta how are you going to charge me to move to an earlier flight, not move my luggage to my flight and THEN tell me you can’t deliver my luggage b/c I ‘voluntarily separated’ from it?! I didn’t ‘voluntarily’ leave my bag. 🤷🏼‍♀️",3260,
3264,Delta,False,Sun Nov 26 00:03:41 +0000 2017,"@116470 Hello, John. Our system shows you were already compensated for flight 4459 today with $100.00 Delta travel vouchers for each of you. Unfortunately, I cannot double compensate for the same flight. I am sorry to disappoint.  *TAC",3265,3266
3265,116470,True,Sun Nov 26 01:02:51 +0000 2017,"@Delta Hi @Delta, I heard back over the phone after our correspondence earlier. I am happy with the accommodation &amp; understand you cannot do both. Thank you and I appreciate your getting back to me.",3267,3264
3267,Delta,False,Sun Nov 26 01:11:41 +0000 2017,@116470 You're most welcome. We are here for you 24/7. Tweet us anytime! *TAC,,3265
3266,116470,True,Sat Nov 25 23:09:37 +0000 2017,"@Delta Hi @Delta, thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.",3264,3268
3268,Delta,False,Sat Nov 25 22:40:21 +0000 2017,"@116470 I can authorize 5,000 bonus Skymiles be deposited into each of your SkyMiles accounts as a gesture for the inconvenience. (2/2) *TAC",3266,3269
3269,116470,True,Sat Nov 25 22:18:29 +0000 2017,@116471 @Delta Thx for the support @116471 - hopefully @delta will do the right thing for Jennifer &amp; I in this frustrating episode &amp; address DTW cust. service issues ....,"3270,3268,3271",3272
3272,116471,True,Sat Nov 25 22:16:16 +0000 2017,".@Delta was great to me in MBS, but NOT great in DTW. I hope they make this right for @116470 &amp; fix the attitudes w/ their DTW staff. DTW Gate agent was rude to me as well yesterday. https://t.co/rUf80TvLYp",3269,
3273,Delta,False,Sun Nov 26 00:03:01 +0000 2017,"@116472 Mary, I am sorry to hear that. Thank you for taking the time and providing this feedback.  *AFM",,3274
3274,116472,True,Sat Nov 25 23:30:15 +0000 2017,"@116473 @Delta Despite your troubles getting here, welcome to MN!!",3273,3275
3275,116473,True,Sat Nov 25 16:46:14 +0000 2017,Dear @Delta Its been a pretty good run lately and I appreciate you for that. But the service Ive received the last two days not acceptable.,"3276,3277,3278,3279,3280,3281,3282,3283,3284,3274,3285",
3286,Delta,False,Sun Nov 26 00:00:06 +0000 2017,"@116474 Matthew, I am really sorry for the delay. Your patience is appreciated as we hope to get you going soon. *AFM",,3287
3287,116474,True,Sat Nov 25 23:21:08 +0000 2017,@Delta how about getting flight 1704 off the ground,3286,
3288,Delta,False,Sat Nov 25 23:59:41 +0000 2017,@116475 Hey there. How can I help?  *HFG,,3289
3289,116475,True,Sat Nov 25 23:27:55 +0000 2017,@DELTA,3288,
3290,Delta,False,Sat Nov 25 23:59:16 +0000 2017,@116476 I apologize deeply for the delay. We hope to have you on your way as soon as possible.  *HFG,,3291
3291,116476,True,Sat Nov 25 23:26:25 +0000 2017,"@Delta This is nuts, sitting at gate waiting for “catering” hope that means you’re feeding the whole plane of frustrated passengers. Travel vouchers??? 4+ hours delayed and still we wait... not fun indeed!",3290,3292
3292,Delta,False,Sat Nov 25 21:44:57 +0000 2017,"@116476 Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC",3291,3293
3293,116476,True,Sat Nov 25 20:49:42 +0000 2017,@Delta DL1704 deplaned at DTW now were sitting at the gate without any updates. Please let us know what’s next,3292,
3294,Delta,False,Sat Nov 25 23:59:07 +0000 2017,"@116477 Sure, Jun. Please DM with your questions or concerns. *ACJ",,3295
3295,116477,True,Sat Nov 25 23:25:56 +0000 2017,"@Delta Great, I also have a question regarding baggage allowance. Could I leave a DM?",3294,3296
3296,Delta,False,Sat Nov 25 23:23:38 +0000 2017,"@116477 Please allow 24 to 72 hours, for the miles to be redeposited. The cash portion will be redeposited within 6  to 10 business days.  *AFC",3295,3297
3297,116477,True,Sat Nov 25 22:49:45 +0000 2017,"@Delta Yes, GEX8LD","3296,3298",3299
3299,Delta,False,Sat Nov 25 22:49:08 +0000 2017,@116477 May I have your confirmation number? *AFC https://t.co/6iDGBJAc2m,3297,3300
3300,116477,True,Sat Nov 25 22:10:26 +0000 2017,@Delta Hi! Trying to cancel award booking that I booked in less than 24 hours online and it says that I have to pay to cancel. could you help me with cancellation?,3299,
3301,Ask_Spectrum,False,Tue Oct 31 22:57:47 +0000 2017,@116478 If you have any questions in the future please let us know. ^RR,,3302
3302,116478,True,Tue Oct 31 22:56:28 +0000 2017,@Ask_Spectrum Thank you,"3301,3303",3304
3304,Ask_Spectrum,False,Tue Oct 31 14:46:47 +0000 2017,"@116478 OK great, we will be here if the issues return. ^SH",3302,3305
3305,116478,True,Tue Oct 31 14:44:04 +0000 2017,@Ask_Spectrum Came back on this morning,3304,3306
3306,116478,True,Tue Oct 31 02:33:44 +0000 2017,@Ask_Spectrum still no internet going on 15 hours. I already talk to someone this afternoon and they are aware. #disappointed #Frustrating,"3307,3305",
3303,Ask_Spectrum,False,Tue Oct 31 22:57:23 +0000 2017,@116478 You're welcome. ^RR,,3302
3308,Ask_Spectrum,False,Tue Oct 31 22:55:22 +0000 2017,@115956 If you change you're mind please let us know. ^RR,3309,3310
3309,115956,True,Tue Oct 31 22:59:09 +0000 2017,@Ask_Spectrum I won’t &amp; that makes me sad,,3308
3310,115956,True,Tue Oct 31 22:51:28 +0000 2017,"@Ask_Spectrum I already stated I would not go to site requested, you won’t DM so just going to call, I miss the ease of solving problems with @11",3308,1320
1320,Ask_Spectrum,False,Tue Oct 31 22:47:48 +0000 2017,@115956 I truly apologize for the frustration this matter has caused. Please DM your service phone number or account numb... https://t.co/pcCWPPfuNu,3310,1319
3311,Ask_Spectrum,False,Tue Oct 31 22:48:47 +0000 2017,@116479 I am sorry you are having issues with your internet. You can find helpful troubleshooting tips here ... https://t.co/1QmnTbUJs6,,3312
3312,116479,True,Tue Oct 31 22:46:14 +0000 2017,@Ask_Spectrum My download speeds constantly screech to a halt while up works just fine. I’m getting very tired of this.,3311,
3313,sainsburys,False,Tue Oct 31 22:51:55 +0000 2017,@116480 Oh no! That's never good Wendy. Did you pick up your receipt? When did you visit? Robbie,3314,3315
3314,116480,True,Tue Oct 31 22:53:52 +0000 2017,@sainsburys I did thankfully! And this evening about 9.30pm. I talked to the checkout girl about the kettle I was buying too.,3316,3313
3316,sainsburys,False,Tue Oct 31 23:13:22 +0000 2017,@116480 I advise going into store and speaking with one of my colleagues. I'm sure they'd be more than happy to help. Robbie,3317,3314
3317,116480,True,Tue Oct 31 23:14:01 +0000 2017,"@sainsburys Ok will do, thank you!",,3316
3315,116480,True,Tue Oct 31 22:17:56 +0000 2017,@sainsburys Nooo! I’ve just bought 2 sets of Christmas earrings from your Basildon branch &amp; I think I left them at the till! What can I do?!,3313,
3318,ChipotleTweets,False,Tue Oct 31 22:59:29 +0000 2017,@116481 You need a costume. I have faith that you can get creative! -Becky,,3319
3319,116481,True,Tue Oct 31 22:55:31 +0000 2017,"Hey Becky,let's say one doesn't have a costume,could one still get that deal? Asking for a very hungry friend @ChipotleTweets https://t.co/GrwqVkTqVX",3318,
3320,ChipotleTweets,False,Tue Oct 31 22:59:01 +0000 2017,@116482 Right? Best day of the year. -Becky,,3321
3321,116482,True,Tue Oct 31 22:55:22 +0000 2017,$3 bowls and @ChipotleTweets isn’t charging for double meat?! Day is made 😎🤙🏻,3320,
3322,ChipotleTweets,False,Tue Oct 31 22:59:01 +0000 2017,@116483 That makeup is on point! -Becky,,3323
3323,116483,True,Tue Oct 31 22:54:59 +0000 2017,What would you do for $3 @ChipotleTweets https://t.co/LeCsAuf5kl,"3322,3324",
3325,ChipotleTweets,False,Tue Oct 31 22:59:00 +0000 2017,@116484 😇 -Becky,,3326
3326,116484,True,Tue Oct 31 22:53:35 +0000 2017,Chipotle is honestly a blessing @ChipotleTweets,3325,
3327,ChipotleTweets,False,Tue Oct 31 22:58:30 +0000 2017,@116485 Truth! Thanks so much for the shout out. -Becky,,3328
3328,116485,True,Tue Oct 31 22:53:17 +0000 2017,Get your food for $3 @ChipotleTweets if you come in a costume!!!,3327,
3329,ChipotleTweets,False,Tue Oct 31 22:58:30 +0000 2017,"@116486 I'm so sorry you aren't a fan, and we're still working to perfect our recipe. I hope you give it another shot soon. -Becky",,3330
3330,116486,True,Tue Oct 31 22:52:15 +0000 2017,thoroughly disappointed in @ChipotleTweets queso... 1/10... can’t even power through it and finish...just bad.. (but thanks for the boorito),3329,
3331,ChipotleTweets,False,Tue Oct 31 22:57:27 +0000 2017,@116487 😭 I'm so sorry about that. I'm confident we'll include it next time. -Becky,,3332
3332,116487,True,Tue Oct 31 22:51:21 +0000 2017,@ChipotleTweets It's too late. I have ascended into darkness. https://t.co/tpolABrWol,3331,3333
3333,ChipotleTweets,False,Tue Oct 31 21:35:33 +0000 2017,@116487 Sad day! I'm so sorry. Are you able to to go back and grab it? -Becky,3332,3334
3334,116487,True,Tue Oct 31 21:31:21 +0000 2017,BOO at #Chopotle who forgot to include my delicious vinaigrette dressing in my bag before I left… @ChipotleTweets https://t.co/NekemyUTKS,3333,
3335,ChipotleTweets,False,Tue Oct 31 22:57:00 +0000 2017,"@116488 Yeah, buddy! That's what I like to hear. -Becky",,3336
3336,116488,True,Tue Oct 31 22:51:07 +0000 2017,Dressed up as the chicken I'm about to get in my bowl @ChipotleTweets https://t.co/1k8Vyc7JP8,3335,
3337,ChipotleTweets,False,Tue Oct 31 22:56:29 +0000 2017,@116489 It's the best day of the year. -Becky,,3338
3338,116489,True,Tue Oct 31 22:49:36 +0000 2017,I got my boorito from @ChipotleTweets and I’m so happy 💗✨👻,3337,
3339,ChipotleTweets,False,Tue Oct 31 22:56:00 +0000 2017,@116490 It's our annual Boorito promotion – enjoy that bowl! -Becky,,3340
3340,116490,True,Tue Oct 31 22:48:52 +0000 2017,Just went to @ChipotleTweets and my bowl was only three bucks!! Happy Halloween! 👻 🎃,3339,
3341,ChipotleTweets,False,Tue Oct 31 22:55:32 +0000 2017,@116491 Mmmmm nicely done! -Becky,,3342
3342,116491,True,Tue Oct 31 22:48:38 +0000 2017,"@ChipotleTweets Chicken, rice, corn ,cheese and guacamole!!!",3341,3343
3343,ChipotleTweets,False,Tue Oct 31 22:47:00 +0000 2017,@116491 We appreciate you stopping by! What all did you get in your burrito? -Becky,3342,3344
3344,116491,True,Tue Oct 31 22:40:00 +0000 2017,Got my $3 #boorito  from @chipotletweets #happyhalloween🎃 https://t.co/csK92IhYn7,3343,
3345,ChipotleTweets,False,Tue Oct 31 22:55:29 +0000 2017,@116492 Thanks for coming in! -Becky,,3346
3346,116492,True,Tue Oct 31 22:48:10 +0000 2017,Thanks @ChipotleTweets !!! https://t.co/M3N3dyvupA,3345,
3347,ChipotleTweets,False,Tue Oct 31 22:53:00 +0000 2017,"@116493 The only thing better than a regular steak bowl, is a $3 steak bowl. -Becky",,3348
3348,116493,True,Tue Oct 31 22:46:48 +0000 2017,This $3 Steak bowl from @ChipotleTweets just made my night. 🙌🏾😋,3347,
3349,ChipotleTweets,False,Tue Oct 31 22:51:50 +0000 2017,@116494 That's concerning. We'll get in touch with the team straightaway. -Becky,"3350,3351",3352
3350,116494,True,Tue Oct 31 23:47:25 +0000 2017,"@ChipotleTweets I am on line to order, I am hoping its been fixed. I let you guys know. My friends were told only burritos",3353,3349
3353,ChipotleTweets,False,Wed Nov 01 00:02:33 +0000 2017,@116494 Please have your friends contact us: https://t.co/Ax7W1Dx3Y9 The team didn't recall saying this to anyone. -Becky,,3350
3351,116494,True,Wed Nov 01 00:11:32 +0000 2017,@ChipotleTweets I just ordered by bowl and they tried to tell me it was only the burrito that was $3. I had to show them this feed. I will tell my friends,3354,3349
3354,ChipotleTweets,False,Wed Nov 01 00:25:25 +0000 2017,"@116494 Please write to us at the link, as that conflicts with what was discussed when we called. -Becky",,3351
3352,116494,True,Tue Oct 31 22:45:42 +0000 2017,"@ChipotleTweets The Chipotle on 193 W 237th St, Bronx, NY 10463 is only offering $3 burritos, when the website includes bowls and tacos.",3349,
3355,ChipotleTweets,False,Tue Oct 31 22:50:00 +0000 2017,@116495 Thanks for the shout out! -Becky,,3356
3356,116495,True,Tue Oct 31 22:45:30 +0000 2017,$3 burritos at @ChipotleTweets today if you're in costume! RT to save a life! https://t.co/GzrnNVAmwY,3355,
3357,ChipotleTweets,False,Tue Oct 31 22:48:28 +0000 2017,"@116496 Oh. My. Goodness. I love all of this so much! Nicely done, fam. -Becky",,3358
3358,116496,True,Tue Oct 31 22:44:28 +0000 2017,"hey @ChipotleTweets, it's #boorito time!  #theRF. https://t.co/fH75f1kFYR","3357,3359,3360",
3361,ChipotleTweets,False,Tue Oct 31 22:48:00 +0000 2017,"@116497 The standard portion is two ounces, which is half of the cup. We should be happy to give you an extra one, though. -Becky",,3362
3362,116497,True,Tue Oct 31 22:42:21 +0000 2017,That chipotle never fills there vinaigrette cups all the way up to the top 😤 @ChipotleTweets https://t.co/RI5E1IPXu7,3361,
3363,ChipotleTweets,False,Tue Oct 31 22:47:30 +0000 2017,@116498 It's good for any main menu item – you don't have to order a burrito! -Becky,3364,3365
3364,116498,True,Tue Oct 31 22:52:35 +0000 2017,@ChipotleTweets woohoo! 😍🎉,,3363
3365,116498,True,Tue Oct 31 22:41:38 +0000 2017,@ChipotleTweets does BOORITO apply to bowls for us GFers? 😰,3363,
3366,ChipotleTweets,False,Tue Oct 31 22:47:00 +0000 2017,@116499 That's my kind of costume right there. -Becky,,3367
3367,116499,True,Tue Oct 31 22:40:20 +0000 2017,"When @ChipotleTweets offers $3 burritos if you dress up, but you don't have a costume https://t.co/rv2LeCHIZ1","3366,3368",
3369,ChipotleTweets,False,Tue Oct 31 22:46:01 +0000 2017,@116500 Oh noooo! Did she make it? -Becky,3370,3371
3370,116500,True,Tue Oct 31 22:47:02 +0000 2017,@ChipotleTweets She had a temporary abortion scare... but she is back to being pregnant dont worry,,3369
3371,116500,True,Tue Oct 31 22:39:57 +0000 2017,My grandma dressed up as “oldest pregnant lady” to get her $3 @ChipotleTweets but couldn’t get out of the house 😂 https://t.co/qw2HexVp35,"3369,3372",
3373,ChipotleTweets,False,Tue Oct 31 22:45:28 +0000 2017,@116501 That's what we like to hear! What did you order? -Becky,,3374
3374,116501,True,Tue Oct 31 22:37:18 +0000 2017,Just got my $3 bowl at @ChipotleTweets ❤️❤️❤️,3373,
3375,ChipotleTweets,False,Tue Oct 31 22:44:57 +0000 2017,"@116502 I love all of this so much! We appreciate you stopping by, and those costumes are on point. -Becky",,3376
3376,116502,True,Tue Oct 31 22:35:48 +0000 2017,Come through to chipotle and get your $3 bowl today 😜 @ChipotleTweets https://t.co/aOAeKJ2rZp,3375,
3377,DropboxSupport,False,Wed Nov 22 09:59:53 +0000 2017,"@116503 Hey there, we’d like to have a closer look, as you’ve mentioned that this is a persistent behavior. To further investigate &amp; assist please write us: https://t.co/6gPtR8GzbX and DM us your ticket ID, so as to look it up internally and make sure a colleague gets on it soon. Thanks!",,3378
3378,116503,True,Tue Nov 21 15:43:54 +0000 2017,@DropboxSupport I'm using automatic camera upload. The issue seems to occur after taking even just 1 picture. I'm not using offline files on my phone. I have seen similar issues mentioned in the Google play store review comments,3377,3379
3379,DropboxSupport,False,Tue Nov 21 15:40:15 +0000 2017,"@116503 Hi again, are you uploading files manually or using automatic camera uploads? Could you DM us a screenshot of the Offline files page, if you do have any offlined? Thanks in advance!",3378,3380
3380,116503,True,Mon Nov 20 20:07:58 +0000 2017,"@DropboxSupport Samsung galaxy S6, android nougat 7.0  Samsung security update, see Screenshot for firmware version. Dropbox 72.2.2 https://t.co/qwaX0dkZ7v","3381,3379",3382
3382,DropboxSupport,False,Mon Nov 20 19:43:48 +0000 2017,"@116503 Hey there, is that our latest Stable version 72.2? Can you tell us what mobile device you’re using, and what version of Android you’re on? Thanks in advance!",3380,3383
3383,116503,True,Sun Nov 19 23:39:37 +0000 2017,@DropboxSupport there seems to be an issue with the latest Android version. Battery drains. 10 to 20% of battery is being consumed by the Dropbox app. A fix would be nice https://t.co/LXr4BBXFXG,3382,
3384,AskTarget,False,Sun Nov 26 00:26:39 +0000 2017,"@116504 We never want to disappoint you, and comments like yours offer valuable input for future planning of merchandise to carry in our stores. Thanks for providing which store visited. Thanks!",,3385
3385,116504,True,Sat Nov 25 15:32:53 +0000 2017,"@AskTarget I’m not offended, I’m disappointed.  Burnsville store.",3384,3386
3386,AskTarget,False,Sat Nov 25 00:37:59 +0000 2017,@116504 We strive to create an environment that recognizes the value of diversity. It is never our intention to offend you with the merchandise we carry. We'd love to share your comments with our Buyers. Please provide which store you visit. Thanks!,3385,3387
3387,116504,True,Fri Nov 24 21:17:56 +0000 2017,Come on @116062!  Where’s the diversity??  #whataboutme https://t.co/xUoNJ1t3QA,3386,
3388,AskTarget,False,Sun Nov 26 00:22:51 +0000 2017,"@116505 You can always paid the full price of your phone, but we don't have unlocked Iphones in stores. Thanks for asking!",,3389
3389,116505,True,Sat Nov 25 15:31:42 +0000 2017,@AskTarget Do you offer paying for the iPhone X in full as opposed to the monthly payment plan?,3388,
3390,AskPayPal,False,Tue Oct 31 22:57:25 +0000 2017,@116506 Hi there! I've replied to your DM. :) ^JMR,,3391
3391,116506,True,Tue Oct 31 19:23:23 +0000 2017,"@AskPayPal I’ve sent a dm to ask regarding a charge in my bank acc, could you pls get back to me to advice?",3390,
3392,AskPayPal,False,Tue Oct 31 22:48:53 +0000 2017,@116507 Hi! I'm sorry to hear about this. Please send me a DM if you still need assistance. I'm happy to help ^JMR,,3393
3393,116507,True,Tue Oct 31 18:40:54 +0000 2017,@115993 I've been on hold w/ the claims dept for over an hour waiting for someone to answer. 🙄 whyyyy,3392,
3394,AskPayPal,False,Tue Oct 31 22:47:21 +0000 2017,"@116508 Hey there, we've responded to your DM, so please message us back whenever you get the chance! ^EL",,3395
3395,116508,True,Tue Oct 31 18:45:14 +0000 2017,"@AskPayPal hello. why you don't process my request to change my name? I sent copy of passport about a week ago, but you still remain silent.",3394,
3396,AskPayPal,False,Tue Oct 31 22:42:38 +0000 2017,"@116509 Hello and thank you for reaching out. Please send me a DM with more information, so that I can further assist you. ^JDG",,3397
3397,116509,True,Tue Oct 31 18:21:27 +0000 2017,"@AskPayPal hello bought airtime of LJV0Y5SFRQ Confirmed. Ksh3,298.00  instead of 30.00ksh kindly help reverse",3396,
3398,AskPayPal,False,Tue Oct 31 22:41:28 +0000 2017,@116510 I am sorry for the trouble with this email. Please DM me and I will be happy to help you further. ^GA,,3399
3399,116510,True,Tue Oct 31 18:13:06 +0000 2017,"@AskPayPal I just love the start of email 😁 https://t.co/8u1Pf5rJoN",3398,
3400,AskPlayStation,False,Tue Oct 31 22:59:35 +0000 2017,@116511 Hola Cesar! Por favor siguenos en Twitter para brindarte asistencia por mensajes directos.,3401,3402
3401,116511,True,Tue Oct 31 23:47:06 +0000 2017,"@AskPlayStation Ok ya los estoy siguiendo, quedo atento a su respuesta",3403,3400
3403,AskPlayStation,False,Tue Oct 31 23:51:53 +0000 2017,@116511 Te hemos enviado un mensaje privado a traves de Twitter con instrucciones.,,3401
3402,116511,True,Tue Oct 31 14:58:25 +0000 2017,@116216 hola realice 2 compras fifa 18 y cod wwii en digital pero lo he recibido el código de descuento me ayudan id: roriak_,3400,
3404,AskPlayStation,False,Tue Oct 31 22:58:37 +0000 2017,@116512 Hey Danny. The pre-load feature generally start two days before release date.,3405,3406
3405,116512,True,Tue Oct 31 22:59:40 +0000 2017,@AskPlayStation U positive?,,3404
3406,116512,True,Tue Oct 31 22:56:05 +0000 2017,@AskPlayStation When i pre ordered ww2 i was supposed to be able to pre download it but it just gave me a timer to release day help,3404,3407
3407,AskPlayStation,False,Tue Oct 31 04:30:04 +0000 2017,Downloading PS Store purchases to the PS4 is easy. Find out how: https://t.co/UYjLCKEBZo https://t.co/ppEYIiOVUU,"3406,3408,3409,3410,3411,3412,3413,3414,3415,3416,3417",
3418,AskPlayStation,False,Tue Oct 31 22:54:57 +0000 2017,"@116513 Hi there, there might be a delay with the service, You can find the title here: https://t.co/D4u89fxYbQ
Let us know the results",,3419
3419,116513,True,Tue Oct 31 14:23:31 +0000 2017,@AskPlayStation hey why can't I find Steven universe save the light. Isn't supposed to be out already??,3418,
3420,AskPlayStation,False,Tue Oct 31 22:53:30 +0000 2017,@116514 That's odd. PSN is online. Please power cycle your network devices and try again: https://t.co/UUMNDRIFMj,3421,3422
3421,116514,True,Wed Nov 01 02:56:40 +0000 2017,"@AskPlayStation It fixed itself 30 minutes prior to this tweet, thanks for the 8 hour late response anywho...",,3420
3422,116514,True,Tue Oct 31 14:16:35 +0000 2017,@AskPlayStation Status page says the opposite of what my console says,3420,3423
3423,116514,True,Tue Oct 31 14:16:05 +0000 2017,Hey @AskPlayStation are the servers currently down?,3422,
3424,AskPlayStation,False,Tue Oct 31 22:52:02 +0000 2017,@116515 Here to help! We have sent you a Direct Message via Twitter with further instructions.,,3425
3425,116515,True,Tue Oct 31 14:05:57 +0000 2017,@AskPlayStation I join Ps plus with the Fifa 18 points but I didn’t get the points !!?,3424,
3426,AskPlayStation,False,Tue Oct 31 22:51:48 +0000 2017,@116516 Sorry to hear that! We have sent you a Direct Message via Twitter with further instructions.,,3427
3427,116516,True,Tue Oct 31 13:59:03 +0000 2017,"@AskPlayStation i have lost my sony offical wireless stereo headset 2.0 adapter,is there anyway i could get a new adapter sent to me?",3426,
3428,AskPlayStation,False,Tue Oct 31 22:50:00 +0000 2017,"@116517 Sorry to hear that! For billing issues, please follow the steps in the next link: https://t.co/7atHEqJw8n",,3429
3429,116517,True,Tue Oct 31 13:59:38 +0000 2017,@AskPlayStation Trying to  but nba 2k18 with paypal but it keeps not letting me purchase. what do i do?,3428,
3430,AskPlayStation,False,Tue Oct 31 22:49:40 +0000 2017,@116518 Hello there. Please check your DM's for more instructions.,,3431
3431,116518,True,Tue Oct 31 22:45:16 +0000 2017,@AskPlayStation My account gotten took can yall get it the gamer tag is TalibanKelo508,3430,
3432,AskPlayStation,False,Tue Oct 31 22:49:03 +0000 2017,"@116519 Hi Kevin! For refund info, please check the following link: https://t.co/MInrgZSl48",,3433
3433,116519,True,Tue Oct 31 22:43:26 +0000 2017,@askplaystation - I have an issue with marvel vs capcom dlc. I would like a refund . How do I go about it ?,3432,
3434,AskPlayStation,False,Tue Oct 31 22:46:47 +0000 2017,@116520 Hi! Try formatting a USB to FAT32 and reinstall the update following the steps on the next link: https://t.co/RhaVd8jm8i,,3435
3435,116520,True,Tue Oct 31 22:42:48 +0000 2017,"@AskPlayStation my ps4 software is stuck on 5.00 but i can still play online, i've been trying to update it to 5.01 but everytime it says the file is corrupted i've tried deleting and retrying, safe mode, restarting my ps4 and still i get file is corrupted.",3434,
